grade_id,assessment_id,assessment_title,type,score,max_score,date,student_id,course_id,group_id
GR01331,C006-EXF,Final Exam,exam,87.4,100,2026-05-15,S0121,C006,G09
GR01332,C006-QZ,Quiz 1,quiz,69.7,100,2025-12-17,S0122,C006,G08
GR01333,C006-QZ,Quiz 2,quiz,70.6,100,2026-01-01,S0122,C006,G08
GR01334,C006-QZ,Quiz 3,quiz,77.2,100,2026-01-16,S0122,C006,G08
GR01335,C006-QZ,Quiz 4,quiz,73.5,100,2026-01-31,S0122,C006,G08
GR01336,C006-AS,Assignment 1,assignment,85.1,100,2026-02-15,S0122,C006,G08
GR01337,C006-AS,Assignment 2,assignment,58.2,100,2026-03-02,S0122,C006,G08
GR01338,C006-AS,Assignment 3,assignment,56.5,100,2026-03-16,S0122,C006,G08
GR01339,C006-PR,Practical 1,practical,60.0,100,2026-03-31,S0122,C006,G08
GR01340,C006-PR,Practical 2,practical,63.5,100,2026-04-15,S0122,C006,G08
GR01341,C006-EX,Midterm Exam,exam,74.1,100,2026-04-30,S0122,C006,G08
GR01342,C006-EXF,Final Exam,exam,48.0,100,2026-05-15,S0122,C006,G08
GR01343,C006-QZ,Quiz 1,quiz,83.1,100,2025-12-23,S0123,C006,G08
GR01344,C006-QZ,Quiz 2,quiz,90.4,100,2026-01-06,S0123,C006,G08
GR01345,C006-QZ,Quiz 3,quiz,81.7,100,2026-01-21,S0123,C006,G08
GR01346,C006-QZ,Quiz 4,quiz,89.9,100,2026-02-04,S0123,C006,G08
GR01347,C006-AS,Assignment 1,assignment,93.8,100,2026-02-18,S0123,C006,G08
GR01348,C006-AS,Assignment 2,assignment,63.0,100,2026-03-05,S0123,C006,G08
GR01349,C006-AS,Assignment 3,assignment,69.2,100,2026-03-19,S0123,C006,G08
GR01350,C006-PR,Practical 1,practical,75.2,100,2026-04-02,S0123,C006,G08
GR01351,C006-PR,Practical 2,practical,73.9,100,2026-04-17,S0123,C006,G08
GR01352,C006-EX,Midterm Exam,exam,82.7,100,2026-05-01,S0123,C006,G08
GR01353,C006-EXF,Final Exam,exam,77.8,100,2026-05-15,S0123,C006,G08
GR01354,C001-QZ,Quiz 1,quiz,92.6,100,2025-12-30,S0124,C001,G02
GR01355,C001-QZ,Quiz 2,quiz,69.9,100,2026-01-13,S0124,C001,G02
GR01356,C001-QZ,Quiz 3,quiz,74.7,100,2026-01-27,S0124,C001,G02
GR01357,C001-QZ,Quiz 4,quiz,67.8,100,2026-02-09,S0124,C001,G02
GR01358,C001-AS,Assignment 1,assignment,82.2,100,2026-02-23,S0124,C001,G02
GR01359,C001-AS,Assignment 2,assignment,63.8,100,2026-03-09,S0124,C001,G02
GR01360,C001-AS,Assignment 3,assignment,67.5,100,2026-03-22,S0124,C001,G02
GR01361,C001-PR,Practical 1,practical,71.3,100,2026-04-05,S0124,C001,G02
GR01362,C001-PR,Practical 2,practical,81.6,100,2026-04-19,S0124,C001,G02
GR01363,C001-EX,Midterm Exam,exam,69.5,100,2026-05-02,S0124,C001,G02
GR01364,C001-EXF,Final Exam,exam,68.9,100,2026-05-16,S0124,C001,G02
GR01365,C001-QZ,Quiz 1,quiz,79.6,100,2025-12-18,S0125,C001,G01
GR01366,C001-QZ,Quiz 2,quiz,85.2,100,2026-01-02,S0125,C001,G01
GR01367,C001-QZ,Quiz 3,quiz,88.7,100,2026-01-17,S0125,C001,G01
GR01368,C001-QZ,Quiz 4,quiz,69.8,100,2026-02-01,S0125,C001,G01
GR01369,C001-AS,Assignment 1,assignment,60.7,100,2026-02-15,S0125,C001,G01
GR01370,C001-AS,Assignment 2,assignment,74.2,100,2026-03-02,S0125,C001,G01
GR01371,C001-AS,Assignment 3,assignment,80.6,100,2026-03-17,S0125,C001,G01
GR01372,C001-PR,Practical 1,practical,76.9,100,2026-04-01,S0125,C001,G01
GR01373,C001-PR,Practical 2,practical,76.2,100,2026-04-15,S0125,C001,G01
GR01374,C001-EX,Midterm Exam,exam,79.5,100,2026-04-30,S0125,C001,G01
GR01375,C001-EXF,Final Exam,exam,87.7,100,2026-05-15,S0125,C001,G01
GR01376,C001-QZ,Quiz 1,quiz,72.7,100,2025-12-26,S0126,C001,G02
GR01377,C001-QZ,Quiz 2,quiz,72.3,100,2026-01-09,S0126,C001,G02
GR01378,C001-QZ,Quiz 3,quiz,63.5,100,2026-01-23,S0126,C001,G02
GR01379,C001-QZ,Quiz 4,quiz,71.8,100,2026-02-06,S0126,C001,G02
GR01380,C001-AS,Assignment 1,assignment,80.2,100,2026-02-20,S0126,C001,G02
GR01381,C001-AS,Assignment 2,assignment,55.4,100,2026-03-06,S0126,C001,G02
GR01382,C001-AS,Assignment 3,assignment,79.9,100,2026-03-20,S0126,C001,G02
GR01383,C001-PR,Practical 1,practical,76.2,100,2026-04-03,S0126,C001,G02
GR01384,C001-PR,Practical 2,practical,87.1,100,2026-04-17,S0126,C001,G02
GR01385,C001-EX,Midterm Exam,exam,79.1,100,2026-05-01,S0126,C001,G02
GR01386,C001-EXF,Final Exam,exam,66.0,100,2026-05-15,S0126,C001,G02
GR01387,C005-QZ,Quiz 1,quiz,66.7,100,2025-12-24,S0127,C005,G07
GR01388,C005-QZ,Quiz 2,quiz,59.2,100,2026-01-07,S0127,C005,G07
GR01389,C005-QZ,Quiz 3,quiz,45.8,100,2026-01-21,S0127,C005,G07
GR01390,C005-QZ,Quiz 4,quiz,56.8,100,2026-02-05,S0127,C005,G07
GR01391,C005-AS,Assignment 1,assignment,63.8,100,2026-02-19,S0127,C005,G07
GR01392,C005-AS,Assignment 2,assignment,29.0,100,2026-03-05,S0127,C005,G07
GR01393,C005-AS,Assignment 3,assignment,38.4,100,2026-03-19,S0127,C005,G07
GR01394,C005-PR,Practical 1,practical,45.9,100,2026-04-03,S0127,C005,G07
GR01395,C005-PR,Practical 2,practical,60.4,100,2026-04-17,S0127,C005,G07
GR01396,C005-EX,Midterm Exam,exam,55.8,100,2026-05-01,S0127,C005,G07
GR01397,C005-EXF,Final Exam,exam,51.6,100,2026-05-15,S0127,C005,G07
GR01398,C001-QZ,Quiz 1,quiz,83.3,100,2025-12-27,S0128,C001,G01
GR01399,C001-QZ,Quiz 2,quiz,68.2,100,2026-01-10,S0128,C001,G01
GR01400,C001-QZ,Quiz 3,quiz,69.5,100,2026-01-24,S0128,C001,G01
GR01401,C001-QZ,Quiz 4,quiz,80.1,100,2026-02-07,S0128,C001,G01
GR01402,C001-AS,Assignment 1,assignment,77.1,100,2026-02-21,S0128,C001,G01
GR01403,C001-AS,Assignment 2,assignment,66.6,100,2026-03-07,S0128,C001,G01
GR01404,C001-AS,Assignment 3,assignment,72.9,100,2026-03-21,S0128,C001,G01
GR01405,C001-PR,Practical 1,practical,68.3,100,2026-04-04,S0128,C001,G01
GR01406,C001-PR,Practical 2,practical,76.4,100,2026-04-18,S0128,C001,G01
GR01407,C001-EX,Midterm Exam,exam,71.6,100,2026-05-02,S0128,C001,G01
GR01408,C001-EXF,Final Exam,exam,71.8,100,2026-05-16,S0128,C001,G01
GR01409,C003-QZ,Quiz 1,quiz,86.3,100,2025-12-27,S0129,C003,G05
GR01410,C003-QZ,Quiz 2,quiz,68.8,100,2026-01-10,S0129,C003,G05
GR01411,C003-QZ,Quiz 3,quiz,80.8,100,2026-01-24,S0129,C003,G05
GR01412,C003-QZ,Quiz 4,quiz,74.0,100,2026-02-07,S0129,C003,G05
GR01413,C003-AS,Assignment 1,assignment,79.2,100,2026-02-21,S0129,C003,G05
GR01414,C003-AS,Assignment 2,assignment,69.2,100,2026-03-07,S0129,C003,G05
GR01415,C003-AS,Assignment 3,assignment,54.2,100,2026-03-21,S0129,C003,G05
GR01416,C003-PR,Practical 1,practical,64.3,100,2026-04-04,S0129,C003,G05
GR01417,C003-PR,Practical 2,practical,90.4,100,2026-04-18,S0129,C003,G05
GR01418,C003-EX,Midterm Exam,exam,90.1,100,2026-05-02,S0129,C003,G05
GR01419,C003-EXF,Final Exam,exam,59.4,100,2026-05-16,S0129,C003,G05
GR01420,C001-QZ,Quiz 1,quiz,69.0,100,2025-12-18,S0130,C001,G02
GR01421,C001-QZ,Quiz 2,quiz,81.7,100,2026-01-02,S0130,C001,G02
GR01422,C001-QZ,Quiz 3,quiz,94.4,100,2026-01-17,S0130,C001,G02
GR01423,C001-QZ,Quiz 4,quiz,96.1,100,2026-02-01,S0130,C001,G02
GR01424,C001-AS,Assignment 1,assignment,83.8,100,2026-02-15,S0130,C001,G02
GR01425,C001-AS,Assignment 2,assignment,74.4,100,2026-03-02,S0130,C001,G02
GR01426,C001-AS,Assignment 3,assignment,83.9,100,2026-03-17,S0130,C001,G02
GR01427,C001-PR,Practical 1,practical,95.3,100,2026-04-01,S0130,C001,G02
GR01428,C001-PR,Practical 2,practical,88.3,100,2026-04-15,S0130,C001,G02
GR01429,C001-EX,Midterm Exam,exam,94.9,100,2026-04-30,S0130,C001,G02
GR01430,C001-EXF,Final Exam,exam,88.4,100,2026-05-15,S0130,C001,G02
GR01431,C001-QZ,Quiz 1,quiz,61.3,100,2025-12-19,S0131,C001,G01
GR01432,C001-QZ,Quiz 2,quiz,38.4,100,2026-01-03,S0131,C001,G01
GR01433,C001-QZ,Quiz 3,quiz,47.3,100,2026-01-18,S0131,C001,G01
GR01434,C001-QZ,Quiz 4,quiz,60.6,100,2026-02-01,S0131,C001,G01
GR01435,C001-AS,Assignment 1,assignment,43.0,100,2026-02-16,S0131,C001,G01
GR01436,C001-AS,Assignment 2,assignment,55.8,100,2026-03-03,S0131,C001,G01
GR01437,C001-AS,Assignment 3,assignment,54.9,100,2026-03-17,S0131,C001,G01
GR01438,C001-PR,Practical 1,practical,59.5,100,2026-04-01,S0131,C001,G01
GR01439,C001-PR,Practical 2,practical,67.2,100,2026-04-16,S0131,C001,G01
GR01440,C001-EX,Midterm Exam,exam,52.2,100,2026-04-30,S0131,C001,G01
GR01441,C001-EXF,Final Exam,exam,62.4,100,2026-05-15,S0131,C001,G01
GR01442,C002-QZ,Quiz 1,quiz,69.0,100,2026-01-01,S0132,C002,G04
GR01443,C002-QZ,Quiz 2,quiz,82.2,100,2026-01-15,S0132,C002,G04
GR01444,C002-QZ,Quiz 3,quiz,72.0,100,2026-01-28,S0132,C002,G04
GR01445,C002-QZ,Quiz 4,quiz,85.8,100,2026-02-11,S0132,C002,G04
GR01446,C002-AS,Assignment 1,assignment,63.6,100,2026-02-24,S0132,C002,G04
GR01447,C002-AS,Assignment 2,assignment,67.3,100,2026-03-10,S0132,C002,G04
GR01448,C002-AS,Assignment 3,assignment,76.6,100,2026-03-23,S0132,C002,G04
GR01449,C002-PR,Practical 1,practical,69.9,100,2026-04-06,S0132,C002,G04
GR01450,C002-PR,Practical 2,practical,79.6,100,2026-04-19,S0132,C002,G04
GR01451,C002-EX,Midterm Exam,exam,83.1,100,2026-05-03,S0132,C002,G04
GR01452,C002-EXF,Final Exam,exam,73.6,100,2026-05-16,S0132,C002,G04
GR01453,C001-QZ,Quiz 1,quiz,88.4,100,2025-12-25,S0133,C001,G02
GR01454,C001-QZ,Quiz 2,quiz,70.6,100,2026-01-08,S0133,C001,G02
GR01455,C001-QZ,Quiz 3,quiz,58.6,100,2026-01-22,S0133,C001,G02
GR01456,C001-QZ,Quiz 4,quiz,76.6,100,2026-02-05,S0133,C001,G02
GR01457,C001-AS,Assignment 1,assignment,72.2,100,2026-02-19,S0133,C001,G02
GR01458,C001-AS,Assignment 2,assignment,76.5,100,2026-03-06,S0133,C001,G02
GR01459,C001-AS,Assignment 3,assignment,43.9,100,2026-03-20,S0133,C001,G02
GR01460,C001-PR,Practical 1,practical,49.1,100,2026-04-03,S0133,C001,G02
GR01461,C001-PR,Practical 2,practical,65.9,100,2026-04-17,S0133,C001,G02
GR01462,C001-EX,Midterm Exam,exam,62.7,100,2026-05-01,S0133,C001,G02
GR01463,C001-EXF,Final Exam,exam,69.6,100,2026-05-15,S0133,C001,G02
GR01464,C001-QZ,Quiz 1,quiz,77.3,100,2025-12-18,S0134,C001,G01
GR01465,C001-QZ,Quiz 2,quiz,60.8,100,2026-01-02,S0134,C001,G01
GR01466,C001-QZ,Quiz 3,quiz,65.5,100,2026-01-17,S0134,C001,G01
GR01467,C001-QZ,Quiz 4,quiz,84.1,100,2026-02-01,S0134,C001,G01
GR01468,C001-AS,Assignment 1,assignment,64.7,100,2026-02-15,S0134,C001,G01
GR01469,C001-AS,Assignment 2,assignment,51.4,100,2026-03-02,S0134,C001,G01
GR01470,C001-AS,Assignment 3,assignment,63.4,100,2026-03-17,S0134,C001,G01
GR01471,C001-PR,Practical 1,practical,62.9,100,2026-04-01,S0134,C001,G01
GR01472,C001-PR,Practical 2,practical,77.2,100,2026-04-15,S0134,C001,G01
GR01473,C001-EX,Midterm Exam,exam,85.1,100,2026-04-30,S0134,C001,G01
GR01474,C001-EXF,Final Exam,exam,81.2,100,2026-05-15,S0134,C001,G01
GR01475,C001-QZ,Quiz 1,quiz,92.7,100,2025-12-24,S0135,C001,G02
GR01476,C001-QZ,Quiz 2,quiz,83.8,100,2026-01-07,S0135,C001,G02
GR01477,C001-QZ,Quiz 3,quiz,79.3,100,2026-01-21,S0135,C001,G02
GR01478,C001-QZ,Quiz 4,quiz,83.7,100,2026-02-05,S0135,C001,G02
GR01479,C001-AS,Assignment 1,assignment,80.0,100,2026-02-19,S0135,C001,G02
GR01480,C001-AS,Assignment 2,assignment,57.9,100,2026-03-05,S0135,C001,G02
GR01481,C001-AS,Assignment 3,assignment,58.9,100,2026-03-19,S0135,C001,G02
GR01482,C001-PR,Practical 1,practical,97.0,100,2026-04-03,S0135,C001,G02
GR01483,C001-PR,Practical 2,practical,88.8,100,2026-04-17,S0135,C001,G02
GR01484,C001-EX,Midterm Exam,exam,72.1,100,2026-05-01,S0135,C001,G02
GR01485,C001-EXF,Final Exam,exam,73.3,100,2026-05-15,S0135,C001,G02
GR01486,C006-QZ,Quiz 1,quiz,65.7,100,2025-12-25,S0136,C006,G09
GR01487,C006-QZ,Quiz 2,quiz,80.3,100,2026-01-08,S0136,C006,G09
GR01488,C006-QZ,Quiz 3,quiz,78.7,100,2026-01-22,S0136,C006,G09
GR01489,C006-QZ,Quiz 4,quiz,73.4,100,2026-02-05,S0136,C006,G09
GR01490,C006-AS,Assignment 1,assignment,65.5,100,2026-02-19,S0136,C006,G09
GR01491,C006-AS,Assignment 2,assignment,45.3,100,2026-03-06,S0136,C006,G09
GR01492,C006-AS,Assignment 3,assignment,52.1,100,2026-03-20,S0136,C006,G09
GR01493,C006-PR,Practical 1,practical,60.4,100,2026-04-03,S0136,C006,G09
GR01494,C006-PR,Practical 2,practical,66.6,100,2026-04-17,S0136,C006,G09
GR01495,C006-EX,Midterm Exam,exam,67.2,100,2026-05-01,S0136,C006,G09
GR01496,C006-EXF,Final Exam,exam,60.9,100,2026-05-15,S0136,C006,G09
GR01497,C004-QZ,Quiz 1,quiz,55.0,100,2025-12-27,S0137,C004,G06
GR01498,C004-QZ,Quiz 2,quiz,78.8,100,2026-01-10,S0137,C004,G06
GR01499,C004-QZ,Quiz 3,quiz,77.3,100,2026-01-24,S0137,C004,G06
GR01500,C004-QZ,Quiz 4,quiz,61.4,100,2026-02-07,S0137,C004,G06
GR01501,C004-AS,Assignment 1,assignment,75.5,100,2026-02-21,S0137,C004,G06
GR01502,C004-AS,Assignment 2,assignment,54.5,100,2026-03-07,S0137,C004,G06
GR01503,C004-AS,Assignment 3,assignment,55.7,100,2026-03-21,S0137,C004,G06
GR01504,C004-PR,Practical 1,practical,74.4,100,2026-04-04,S0137,C004,G06
GR01505,C004-PR,Practical 2,practical,71.5,100,2026-04-18,S0137,C004,G06
GR01506,C004-EX,Midterm Exam,exam,64.3,100,2026-05-02,S0137,C004,G06
GR01507,C004-EXF,Final Exam,exam,67.2,100,2026-05-16,S0137,C004,G06
GR01508,C001-QZ,Quiz 1,quiz,96.5,100,2026-01-02,S0138,C001,G01
GR01509,C001-QZ,Quiz 2,quiz,83.0,100,2026-01-15,S0138,C001,G01
GR01510,C001-QZ,Quiz 3,quiz,63.8,100,2026-01-29,S0138,C001,G01
GR01511,C001-QZ,Quiz 4,quiz,86.6,100,2026-02-11,S0138,C001,G01
GR01512,C001-AS,Assignment 1,assignment,76.2,100,2026-02-25,S0138,C001,G01
GR01513,C001-AS,Assignment 2,assignment,80.0,100,2026-03-10,S0138,C001,G01
GR01514,C001-AS,Assignment 3,assignment,98.7,100,2026-03-23,S0138,C001,G01
GR01515,C001-PR,Practical 1,practical,77.8,100,2026-04-06,S0138,C001,G01
GR01516,C001-PR,Practical 2,practical,82.1,100,2026-04-19,S0138,C001,G01
GR01517,C001-EX,Midterm Exam,exam,72.2,100,2026-05-03,S0138,C001,G01
GR01518,C001-EXF,Final Exam,exam,81.1,100,2026-05-16,S0138,C001,G01
GR01519,C006-QZ,Quiz 1,quiz,79.3,100,2025-12-25,S0139,C006,G08
GR01520,C006-QZ,Quiz 2,quiz,91.3,100,2026-01-08,S0139,C006,G08
GR01521,C006-QZ,Quiz 3,quiz,88.6,100,2026-01-22,S0139,C006,G08
GR01522,C006-QZ,Quiz 4,quiz,93.4,100,2026-02-05,S0139,C006,G08
GR01523,C006-AS,Assignment 1,assignment,81.8,100,2026-02-19,S0139,C006,G08
GR01524,C006-AS,Assignment 2,assignment,85.2,100,2026-03-06,S0139,C006,G08
GR01525,C006-AS,Assignment 3,assignment,52.3,100,2026-03-20,S0139,C006,G08
GR01526,C006-PR,Practical 1,practical,92.4,100,2026-04-03,S0139,C006,G08
GR01527,C006-PR,Practical 2,practical,87.6,100,2026-04-17,S0139,C006,G08
GR01528,C006-EX,Midterm Exam,exam,91.8,100,2026-05-01,S0139,C006,G08
GR01529,C006-EXF,Final Exam,exam,74.1,100,2026-05-15,S0139,C006,G08
GR01530,C005-QZ,Quiz 1,quiz,71.5,100,2025-12-27,S0140,C005,G07
GR01531,C005-QZ,Quiz 2,quiz,79.6,100,2026-01-10,S0140,C005,G07
GR01532,C005-QZ,Quiz 3,quiz,65.1,100,2026-01-24,S0140,C005,G07
GR01533,C005-QZ,Quiz 4,quiz,60.8,100,2026-02-07,S0140,C005,G07
GR01534,C005-AS,Assignment 1,assignment,58.4,100,2026-02-21,S0140,C005,G07
GR01535,C005-AS,Assignment 2,assignment,53.1,100,2026-03-07,S0140,C005,G07
GR01536,C005-AS,Assignment 3,assignment,70.0,100,2026-03-21,S0140,C005,G07
GR01537,C005-PR,Practical 1,practical,63.1,100,2026-04-04,S0140,C005,G07
GR01538,C005-PR,Practical 2,practical,60.7,100,2026-04-18,S0140,C005,G07
GR01539,C005-EX,Midterm Exam,exam,70.3,100,2026-05-02,S0140,C005,G07
GR01540,C005-EXF,Final Exam,exam,71.8,100,2026-05-16,S0140,C005,G07
GR01541,C005-QZ,Quiz 1,quiz,68.6,100,2025-12-21,S0141,C005,G07
GR01542,C005-QZ,Quiz 2,quiz,62.4,100,2026-01-05,S0141,C005,G07
GR01543,C005-QZ,Quiz 3,quiz,80.4,100,2026-01-19,S0141,C005,G07
GR01544,C005-QZ,Quiz 4,quiz,74.7,100,2026-02-03,S0141,C005,G07
GR01545,C005-AS,Assignment 1,assignment,69.9,100,2026-02-17,S0141,C005,G07
GR01546,C005-AS,Assignment 2,assignment,56.9,100,2026-03-04,S0141,C005,G07
GR01547,C005-AS,Assignment 3,assignment,43.9,100,2026-03-18,S0141,C005,G07
GR01548,C005-PR,Practical 1,practical,71.6,100,2026-04-02,S0141,C005,G07
GR01549,C005-PR,Practical 2,practical,61.3,100,2026-04-16,S0141,C005,G07
GR01550,C005-EX,Midterm Exam,exam,82.3,100,2026-05-01,S0141,C005,G07
GR01551,C005-EXF,Final Exam,exam,67.6,100,2026-05-15,S0141,C005,G07
GR01552,C005-QZ,Quiz 1,quiz,67.2,100,2025-12-27,S0142,C005,G07
GR01553,C005-QZ,Quiz 2,quiz,42.3,100,2026-01-10,S0142,C005,G07
GR01554,C005-QZ,Quiz 3,quiz,54.0,100,2026-01-24,S0142,C005,G07
GR01555,C005-QZ,Quiz 4,quiz,53.3,100,2026-02-07,S0142,C005,G07
GR01556,C005-AS,Assignment 1,assignment,44.6,100,2026-02-21,S0142,C005,G07
GR01557,C005-AS,Assignment 2,assignment,42.2,100,2026-03-07,S0142,C005,G07
GR01558,C005-AS,Assignment 3,assignment,63.4,100,2026-03-21,S0142,C005,G07
GR01559,C005-PR,Practical 1,practical,43.0,100,2026-04-04,S0142,C005,G07
GR01560,C005-PR,Practical 2,practical,59.3,100,2026-04-18,S0142,C005,G07
GR01561,C005-EX,Midterm Exam,exam,70.1,100,2026-05-02,S0142,C005,G07
GR01562,C005-EXF,Final Exam,exam,56.5,100,2026-05-16,S0142,C005,G07
GR01563,C001-QZ,Quiz 1,quiz,68.9,100,2025-12-24,S0143,C001,G01
GR01564,C001-QZ,Quiz 2,quiz,89.5,100,2026-01-07,S0143,C001,G01
GR01565,C001-QZ,Quiz 3,quiz,86.0,100,2026-01-21,S0143,C001,G01
GR01566,C001-QZ,Quiz 4,quiz,86.2,100,2026-02-05,S0143,C001,G01
GR01567,C001-AS,Assignment 1,assignment,78.9,100,2026-02-19,S0143,C001,G01
GR01568,C001-AS,Assignment 2,assignment,60.6,100,2026-03-05,S0143,C001,G01
GR01569,C001-AS,Assignment 3,assignment,80.5,100,2026-03-19,S0143,C001,G01
GR01570,C001-PR,Practical 1,practical,73.8,100,2026-04-03,S0143,C001,G01
GR01571,C001-PR,Practical 2,practical,64.2,100,2026-04-17,S0143,C001,G01
GR01572,C001-EX,Midterm Exam,exam,84.5,100,2026-05-01,S0143,C001,G01
GR01573,C001-EXF,Final Exam,exam,79.0,100,2026-05-15,S0143,C001,G01
GR01574,C005-QZ,Quiz 1,quiz,65.4,100,2025-12-31,S0144,C005,G07
GR01575,C005-QZ,Quiz 2,quiz,67.8,100,2026-01-14,S0144,C005,G07
GR01576,C005-QZ,Quiz 3,quiz,64.4,100,2026-01-27,S0144,C005,G07
GR01577,C005-QZ,Quiz 4,quiz,74.4,100,2026-02-10,S0144,C005,G07
GR01578,C005-AS,Assignment 1,assignment,68.0,100,2026-02-23,S0144,C005,G07
GR01579,C005-AS,Assignment 2,assignment,72.9,100,2026-03-09,S0144,C005,G07
GR01580,C005-AS,Assignment 3,assignment,65.9,100,2026-03-23,S0144,C005,G07
GR01581,C005-PR,Practical 1,practical,56.8,100,2026-04-05,S0144,C005,G07
GR01582,C005-PR,Practical 2,practical,61.2,100,2026-04-19,S0144,C005,G07
GR01583,C005-EX,Midterm Exam,exam,79.3,100,2026-05-02,S0144,C005,G07
GR01584,C005-EXF,Final Exam,exam,66.9,100,2026-05-16,S0144,C005,G07
GR01585,C001-QZ,Quiz 1,quiz,63.4,100,2025-12-18,S0145,C001,G01
GR01586,C001-QZ,Quiz 2,quiz,64.1,100,2026-01-02,S0145,C001,G01
GR01587,C001-QZ,Quiz 3,quiz,69.2,100,2026-01-17,S0145,C001,G01
GR01588,C001-QZ,Quiz 4,quiz,73.0,100,2026-02-01,S0145,C001,G01
GR01589,C001-AS,Assignment 1,assignment,67.3,100,2026-02-15,S0145,C001,G01
GR01590,C001-AS,Assignment 2,assignment,63.1,100,2026-03-02,S0145,C001,G01
GR01591,C001-AS,Assignment 3,assignment,65.8,100,2026-03-17,S0145,C001,G01
GR01592,C001-PR,Practical 1,practical,67.7,100,2026-04-01,S0145,C001,G01
GR01593,C001-PR,Practical 2,practical,53.8,100,2026-04-15,S0145,C001,G01
GR01594,C001-EX,Midterm Exam,exam,65.9,100,2026-04-30,S0145,C001,G01
GR01595,C001-EXF,Final Exam,exam,84.4,100,2026-05-15,S0145,C001,G01
GR01596,C001-QZ,Quiz 1,quiz,67.5,100,2025-12-19,S0146,C001,G01
GR01597,C001-QZ,Quiz 2,quiz,50.7,100,2026-01-03,S0146,C001,G01
GR01598,C001-QZ,Quiz 3,quiz,70.9,100,2026-01-18,S0146,C001,G01
GR01599,C001-QZ,Quiz 4,quiz,73.5,100,2026-02-01,S0146,C001,G01
GR01600,C001-AS,Assignment 1,assignment,71.6,100,2026-02-16,S0146,C001,G01
GR01601,C001-AS,Assignment 2,assignment,61.8,100,2026-03-03,S0146,C001,G01
GR01602,C001-AS,Assignment 3,assignment,56.0,100,2026-03-17,S0146,C001,G01
GR01603,C001-PR,Practical 1,practical,70.6,100,2026-04-01,S0146,C001,G01
GR01604,C001-PR,Practical 2,practical,59.2,100,2026-04-16,S0146,C001,G01
GR01605,C001-EX,Midterm Exam,exam,78.2,100,2026-04-30,S0146,C001,G01
GR01606,C001-EXF,Final Exam,exam,76.7,100,2026-05-15,S0146,C001,G01
GR01607,C006-QZ,Quiz 1,quiz,72.2,100,2025-12-17,S0147,C006,G08
GR01608,C006-QZ,Quiz 2,quiz,79.5,100,2026-01-01,S0147,C006,G08
GR01609,C006-QZ,Quiz 3,quiz,55.6,100,2026-01-16,S0147,C006,G08
GR01610,C006-QZ,Quiz 4,quiz,64.3,100,2026-01-31,S0147,C006,G08
GR01611,C006-AS,Assignment 1,assignment,59.8,100,2026-02-15,S0147,C006,G08
GR01612,C006-AS,Assignment 2,assignment,63.9,100,2026-03-02,S0147,C006,G08
GR01613,C006-AS,Assignment 3,assignment,55.1,100,2026-03-16,S0147,C006,G08
GR01614,C006-PR,Practical 1,practical,91.7,100,2026-03-31,S0147,C006,G08
GR01615,C006-PR,Practical 2,practical,69.8,100,2026-04-15,S0147,C006,G08
GR01616,C006-EX,Midterm Exam,exam,65.6,100,2026-04-30,S0147,C006,G08
GR01617,C006-EXF,Final Exam,exam,67.3,100,2026-05-15,S0147,C006,G08
GR01618,C003-QZ,Quiz 1,quiz,49.3,100,2025-12-26,S0148,C003,G05
GR01619,C003-QZ,Quiz 2,quiz,49.5,100,2026-01-09,S0148,C003,G05
GR01620,C003-QZ,Quiz 3,quiz,61.3,100,2026-01-23,S0148,C003,G05
GR01621,C003-QZ,Quiz 4,quiz,75.1,100,2026-02-06,S0148,C003,G05
GR01622,C003-AS,Assignment 1,assignment,82.5,100,2026-02-20,S0148,C003,G05
GR01623,C003-AS,Assignment 2,assignment,48.3,100,2026-03-06,S0148,C003,G05
GR01624,C003-AS,Assignment 3,assignment,42.9,100,2026-03-20,S0148,C003,G05
GR01625,C003-PR,Practical 1,practical,58.8,100,2026-04-03,S0148,C003,G05
GR01626,C003-PR,Practical 2,practical,57.9,100,2026-04-17,S0148,C003,G05
GR01627,C003-EX,Midterm Exam,exam,71.8,100,2026-05-01,S0148,C003,G05
GR01628,C003-EXF,Final Exam,exam,76.7,100,2026-05-15,S0148,C003,G05
GR01629,C001-QZ,Quiz 1,quiz,59.6,100,2025-12-24,S0149,C001,G02
GR01630,C001-QZ,Quiz 2,quiz,83.3,100,2026-01-07,S0149,C001,G02
GR01631,C001-QZ,Quiz 3,quiz,78.9,100,2026-01-21,S0149,C001,G02
GR01632,C001-QZ,Quiz 4,quiz,64.7,100,2026-02-05,S0149,C001,G02
GR01633,C001-AS,Assignment 1,assignment,72.2,100,2026-02-19,S0149,C001,G02
GR01634,C001-AS,Assignment 2,assignment,64.1,100,2026-03-05,S0149,C001,G02
GR01635,C001-AS,Assignment 3,assignment,64.0,100,2026-03-19,S0149,C001,G02
GR01636,C001-PR,Practical 1,practical,69.1,100,2026-04-03,S0149,C001,G02
GR01637,C001-PR,Practical 2,practical,89.6,100,2026-04-17,S0149,C001,G02
GR01638,C001-EX,Midterm Exam,exam,68.6,100,2026-05-01,S0149,C001,G02
GR01639,C001-EXF,Final Exam,exam,75.1,100,2026-05-15,S0149,C001,G02
GR01640,C003-QZ,Quiz 1,quiz,79.1,100,2025-12-25,S0150,C003,G05
