record_id,student_id,group_id,session_type,session_datetime,status,source_month,attended_flag
AT004744,S0391,G04,quiz,2026-01-24 16:00:00,present,2026-01,True
AT004745,S0393,G04,quiz,2026-01-24 16:00:00,present,2026-01,True
AT004746,S0396,G04,quiz,2026-01-24 16:00:00,present,2026-01,True
AT004747,S0397,G04,quiz,2026-01-24 16:00:00,present,2026-01,True
AT004748,S0398,G04,quiz,2026-01-24 16:00:00,present,2026-01,True
AT004749,S0401,G04,quiz,2026-01-24 16:00:00,present,2026-01,True
AT004750,S0409,G04,quiz,2026-01-24 16:00:00,absent,2026-01,False
AT004751,S0422,G04,quiz,2026-01-24 16:00:00,present,2026-01,True
AT004752,S0434,G04,quiz,2026-01-24 16:00:00,present,2026-01,True
AT004753,S0438,G04,quiz,2026-01-24 16:00:00,present,2026-01,True
AT004754,S0441,G04,quiz,2026-01-24 16:00:00,absent,2026-01,False
AT004755,S0461,G04,quiz,2026-01-24 16:00:00,present,2026-01,True
AT004756,S0462,G04,quiz,2026-01-24 16:00:00,present,2026-01,True
AT004757,S0475,G04,quiz,2026-01-24 16:00:00,present,2026-01,True
AT004758,S0485,G04,quiz,2026-01-24 16:00:00,present,2026-01,True
AT004759,S0007,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004760,S0008,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004761,S0012,G04,session,2026-01-31 16:00:00,absent,2026-01,False
AT004762,S0019,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004763,S0026,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004764,S0027,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004765,S0033,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004766,S0039,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004767,S0044,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004768,S0047,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004769,S0062,G04,session,2026-01-31 16:00:00,absent,2026-01,False
AT004770,S0063,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004771,S0068,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004772,S0076,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004773,S0078,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004774,S0080,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004775,S0081,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004776,S0086,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004777,S0089,G04,session,2026-01-31 16:00:00,absent,2026-01,False
AT004778,S0092,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004779,S0099,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004780,S0103,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004781,S0109,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004782,S0113,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004783,S0119,G04,session,2026-01-31 16:00:00,absent,2026-01,False
AT004784,S0120,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004785,S0132,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004786,S0151,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004787,S0172,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004788,S0184,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004789,S0189,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004790,S0191,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004791,S0193,G04,session,2026-01-31 16:00:00,absent,2026-01,False
AT004792,S0205,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004793,S0222,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004794,S0230,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004795,S0241,G04,session,2026-01-31 16:00:00,absent,2026-01,False
AT004796,S0258,G04,session,2026-01-31 16:00:00,absent,2026-01,False
AT004797,S0270,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004798,S0280,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004799,S0295,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004800,S0316,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004801,S0321,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004802,S0328,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004803,S0341,G04,session,2026-01-31 16:00:00,absent,2026-01,False
AT004804,S0342,G04,session,2026-01-31 16:00:00,absent,2026-01,False
AT004805,S0351,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004806,S0357,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004807,S0359,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004808,S0371,G04,session,2026-01-31 16:00:00,absent,2026-01,False
AT004809,S0391,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004810,S0393,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004811,S0396,G04,session,2026-01-31 16:00:00,absent,2026-01,False
AT004812,S0397,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004813,S0398,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004814,S0401,G04,session,2026-01-31 16:00:00,absent,2026-01,False
AT004815,S0409,G04,session,2026-01-31 16:00:00,absent,2026-01,False
AT004816,S0422,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004817,S0434,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004818,S0438,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004819,S0441,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004820,S0461,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004821,S0462,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004822,S0475,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT004823,S0485,G04,session,2026-01-31 16:00:00,present,2026-01,True
AT006159,S0003,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006160,S0010,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006161,S0034,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006162,S0050,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006163,S0051,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006164,S0066,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006165,S0070,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006166,S0072,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006167,S0112,G05,practical,2026-01-06 16:00:00,absent,2026-01,False
AT006168,S0129,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006169,S0148,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006170,S0150,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006171,S0154,G05,practical,2026-01-06 16:00:00,absent,2026-01,False
AT006172,S0165,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006173,S0169,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006174,S0170,G05,practical,2026-01-06 16:00:00,absent,2026-01,False
AT006175,S0171,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006176,S0179,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006177,S0200,G05,practical,2026-01-06 16:00:00,absent,2026-01,False
AT006178,S0207,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006179,S0211,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006180,S0213,G05,practical,2026-01-06 16:00:00,absent,2026-01,False
AT006181,S0214,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006182,S0219,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006183,S0220,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006184,S0223,G05,practical,2026-01-06 16:00:00,absent,2026-01,False
AT006185,S0228,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006186,S0231,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006187,S0234,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006188,S0257,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006189,S0268,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006190,S0294,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006191,S0307,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006192,S0326,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006193,S0345,G05,practical,2026-01-06 16:00:00,absent,2026-01,False
AT006194,S0364,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006195,S0365,G05,practical,2026-01-06 16:00:00,absent,2026-01,False
AT006196,S0374,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006197,S0382,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006198,S0415,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006199,S0427,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006200,S0430,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006201,S0445,G05,practical,2026-01-06 16:00:00,absent,2026-01,False
AT006202,S0483,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006203,S0491,G05,practical,2026-01-06 16:00:00,absent,2026-01,False
AT006204,S0495,G05,practical,2026-01-06 16:00:00,present,2026-01,True
AT006205,S0003,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006206,S0010,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006207,S0034,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006208,S0050,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006209,S0051,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006210,S0066,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006211,S0070,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006212,S0072,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006213,S0112,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006214,S0129,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006215,S0148,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006216,S0150,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006217,S0154,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006218,S0165,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006219,S0169,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006220,S0170,G05,session,2026-01-13 16:00:00,absent,2026-01,False
AT006221,S0171,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006222,S0179,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006223,S0200,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006224,S0207,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006225,S0211,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006226,S0213,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006227,S0214,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006228,S0219,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006229,S0220,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006230,S0223,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006231,S0228,G05,session,2026-01-13 16:00:00,absent,2026-01,False
AT006232,S0231,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006233,S0234,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006234,S0257,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006235,S0268,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006236,S0294,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006237,S0307,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006238,S0326,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006239,S0345,G05,session,2026-01-13 16:00:00,absent,2026-01,False
AT006240,S0364,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006241,S0365,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006242,S0374,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006243,S0382,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006244,S0415,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006245,S0427,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006246,S0430,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006247,S0445,G05,session,2026-01-13 16:00:00,absent,2026-01,False
AT006248,S0483,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006249,S0491,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006250,S0495,G05,session,2026-01-13 16:00:00,present,2026-01,True
AT006251,S0003,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006252,S0010,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006253,S0034,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006254,S0050,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006255,S0051,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006256,S0066,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006257,S0070,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006258,S0072,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006259,S0112,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006260,S0129,G05,quiz,2026-01-20 16:00:00,absent,2026-01,False
AT006261,S0148,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006262,S0150,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006263,S0154,G05,quiz,2026-01-20 16:00:00,absent,2026-01,False
AT006264,S0165,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006265,S0169,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006266,S0170,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006267,S0171,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006268,S0179,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006269,S0200,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006270,S0207,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006271,S0211,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006272,S0213,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006273,S0214,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006274,S0219,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006275,S0220,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006276,S0223,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006277,S0228,G05,quiz,2026-01-20 16:00:00,absent,2026-01,False
AT006278,S0231,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006279,S0234,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006280,S0257,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006281,S0268,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006282,S0294,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006283,S0307,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006284,S0326,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006285,S0345,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006286,S0364,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006287,S0365,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006288,S0374,G05,quiz,2026-01-20 16:00:00,absent,2026-01,False
AT006289,S0382,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006290,S0415,G05,quiz,2026-01-20 16:00:00,absent,2026-01,False
AT006291,S0427,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006292,S0430,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006293,S0445,G05,quiz,2026-01-20 16:00:00,absent,2026-01,False
AT006294,S0483,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006295,S0491,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006296,S0495,G05,quiz,2026-01-20 16:00:00,present,2026-01,True
AT006297,S0003,G05,session,2026-01-27 16:00:00,absent,2026-01,False
AT006298,S0010,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT006299,S0034,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT006300,S0050,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT006301,S0051,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT006302,S0066,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT006303,S0070,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT006304,S0072,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT006305,S0112,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT006306,S0129,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT006307,S0148,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT006308,S0150,G05,session,2026-01-27 16:00:00,absent,2026-01,False
AT006309,S0154,G05,session,2026-01-27 16:00:00,absent,2026-01,False
AT006310,S0165,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT006311,S0169,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT006312,S0170,G05,session,2026-01-27 16:00:00,absent,2026-01,False
AT006313,S0171,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT006314,S0179,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT006315,S0200,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT006316,S0207,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT006317,S0211,G05,session,2026-01-27 16:00:00,absent,2026-01,False
AT006318,S0213,G05,session,2026-01-27 16:00:00,absent,2026-01,False
AT006319,S0214,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT006320,S0219,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT006321,S0220,G05,session,2026-01-27 16:00:00,absent,2026-01,False
AT006322,S0223,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT006323,S0228,G05,session,2026-01-27 16:00:00,absent,2026-01,False
AT006324,S0231,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT006325,S0234,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT006326,S0257,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT006327,S0268,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT006328,S0294,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT006329,S0307,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT006330,S0326,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT006331,S0345,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT006332,S0364,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT006333,S0365,G05,session,2026-01-27 16:00:00,absent,2026-01,False
AT006334,S0374,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT006335,S0382,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT006336,S0415,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT006337,S0427,G05,session,2026-01-27 16:00:00,absent,2026-01,False
AT006338,S0430,G05,session,2026-01-27 16:00:00,absent,2026-01,False
AT006339,S0445,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT006340,S0483,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT006341,S0491,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT006342,S0495,G05,session,2026-01-27 16:00:00,present,2026-01,True
AT007349,S0002,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007350,S0020,G06,session,2026-01-03 17:00:00,absent,2026-01,False
AT007351,S0025,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007352,S0028,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007353,S0031,G06,session,2026-01-03 17:00:00,absent,2026-01,False
AT007354,S0048,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007355,S0058,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007356,S0060,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007357,S0065,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007358,S0096,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007359,S0111,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007360,S0118,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007361,S0137,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007362,S0156,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007363,S0161,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007364,S0175,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007365,S0177,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007366,S0187,G06,session,2026-01-03 17:00:00,absent,2026-01,False
AT007367,S0190,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007368,S0194,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007369,S0215,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007370,S0224,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007371,S0233,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007372,S0236,G06,session,2026-01-03 17:00:00,absent,2026-01,False
AT007373,S0244,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007374,S0250,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007375,S0271,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007376,S0272,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007377,S0274,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007378,S0275,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007379,S0282,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007380,S0287,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007381,S0291,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007382,S0292,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007383,S0298,G06,session,2026-01-03 17:00:00,absent,2026-01,False
AT007384,S0302,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007385,S0309,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007386,S0314,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007387,S0327,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007388,S0331,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007389,S0333,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007390,S0340,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007391,S0349,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007392,S0360,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007393,S0361,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007394,S0363,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007395,S0377,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007396,S0386,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007397,S0389,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007398,S0394,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007399,S0429,G06,session,2026-01-03 17:00:00,absent,2026-01,False
AT007400,S0432,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007401,S0437,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007402,S0439,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007403,S0440,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007404,S0467,G06,session,2026-01-03 17:00:00,present,2026-01,True
AT007405,S0002,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007406,S0020,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007407,S0025,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007408,S0028,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007409,S0031,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007410,S0048,G06,practical,2026-01-10 17:00:00,absent,2026-01,False
AT007411,S0058,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007412,S0060,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007413,S0065,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007414,S0096,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007415,S0111,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007416,S0118,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007417,S0137,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007418,S0156,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007419,S0161,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007420,S0175,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007421,S0177,G06,practical,2026-01-10 17:00:00,absent,2026-01,False
AT007422,S0187,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007423,S0190,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007424,S0194,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007425,S0215,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007426,S0224,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007427,S0233,G06,practical,2026-01-10 17:00:00,absent,2026-01,False
AT007428,S0236,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007429,S0244,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007430,S0250,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007431,S0271,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007432,S0272,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007433,S0274,G06,practical,2026-01-10 17:00:00,absent,2026-01,False
AT007434,S0275,G06,practical,2026-01-10 17:00:00,absent,2026-01,False
AT007435,S0282,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007436,S0287,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007437,S0291,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007438,S0292,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007439,S0298,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007440,S0302,G06,practical,2026-01-10 17:00:00,absent,2026-01,False
AT007441,S0309,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007442,S0314,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007443,S0327,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007444,S0331,G06,practical,2026-01-10 17:00:00,absent,2026-01,False
AT007445,S0333,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007446,S0340,G06,practical,2026-01-10 17:00:00,absent,2026-01,False
AT007447,S0349,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007448,S0360,G06,practical,2026-01-10 17:00:00,absent,2026-01,False
AT007449,S0361,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007450,S0363,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007451,S0377,G06,practical,2026-01-10 17:00:00,absent,2026-01,False
AT007452,S0386,G06,practical,2026-01-10 17:00:00,absent,2026-01,False
AT007453,S0389,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007454,S0394,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007455,S0429,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007456,S0432,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007457,S0437,G06,practical,2026-01-10 17:00:00,absent,2026-01,False
AT007458,S0439,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007459,S0440,G06,practical,2026-01-10 17:00:00,present,2026-01,True
AT007460,S0467,G06,practical,2026-01-10 17:00:00,absent,2026-01,False
AT007461,S0002,G06,session,2026-01-17 17:00:00,present,2026-01,True
AT007462,S0020,G06,session,2026-01-17 17:00:00,present,2026-01,True
AT007463,S0025,G06,session,2026-01-17 17:00:00,present,2026-01,True
